MyIdx,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
8056,4,88,13,4730.2588,0.0,43.21630000000005
8138,4,89,13,4772.6603,0.0,42.40149999999994
8222,4,90,13,4814.965999999999,0.0,42.30569999999989
8306,4,91,11,4857.5651,-2.0,42.59910000000036
8418,4,92,10,4899.8024,-1.0,42.23729999999978
8575,4,93,21,4954.5807,11.0,54.778300000000854
8717,4,94,25,5022.4717,4.0,67.89099999999962
8853,4,95,25,5064.2254,0.0,41.75370000000021
8971,4,96,23,5105.5648,-2.0,41.33939999999984
9067,4,97,21,5146.7501,-2.0,41.1853000000001
9162,4,98,20,5187.9962,-1.0,41.24609999999939
9239,4,99,18,5229.2386,-2.0,41.24240000000009
9334,4,100,18,5270.5314,0.0,41.29280000000017
9428,4,101,17,5311.8359,-1.0,41.30450000000019
9528,4,102,16,5353.1406,-1.0,41.304699999999684
9621,4,103,15,5394.4721,-1.0,41.33150000000023
9721,4,104,14,5435.8847,-1.0,41.41259999999966
9810,4,105,14,5477.5422,0.0,41.657500000000255
9921,4,106,13,5520.0362,-1.0,42.49399999999969
10014,4,107,11,5561.7317,-2.0,41.69550000000072
10122,4,108,11,5603.2436,0.0,41.511899999999514
10208,4,109,10,5645.0867,-1.0,41.84310000000005
10304,4,110,11,5688.4027,1.0,43.3159999999998
10389,4,111,11,5730.5475,0.0,42.14480000000003
10471,4,112,11,5771.9729,0.0,41.42540000000008
10553,4,113,11,5813.5203,0.0,41.54740000000038
10637,4,114,11,5855.1583,0.0,41.63799999999992
10723,4,115,11,5896.8389,0.0,41.680599999999686
10809,4,116,11,5938.5353,0.0,41.69639999999981
10895,4,117,11,5980.3507,0.0,41.81540000000041
10981,4,118,11,6022.3199,0.0,41.969200000000455
11067,4,119,11,6064.1883,0.0,41.86839999999938
11153,4,120,11,6106.0839,0.0,41.89559999999983
11238,4,121,10,6148.1781,-1.0,42.094200000000455
11328,4,122,10,6190.1871,0.0,42.009000000000015
11421,4,123,10,6232.1182,0.0,41.93109999999979
11507,4,124,10,6273.8408,0.0,41.72260000000006
11590,4,125,8,6315.5748,-2.0,41.73400000000038
11684,4,126,8,6356.9686,0.0,41.39379999999983
11807,4,127,15,6411.3415,7.0,54.3729000000003
11969,4,128,26,6480.1222,11.0,68.78069999999934
12045,4,129,25,6521.8388,-1.0,41.71660000000065
12152,4,130,23,6563.7063,-2.0,41.86749999999938
12279,4,131,21,6605.0577,-2.0,41.35140000000047
12369,4,132,19,6646.1045,-2.0,41.046800000000076
12463,4,133,20,6688.0768,1.0,41.97229999999945
